hotel_name,rating,description,address,url,city,latitude,longitude
Les Cyprés,9.3,"Les Cyprés offers a comfortable holiday home experience in Saintes-Maries-de-la-Mer. Guests enjoy a swimming pool with stunning views, a sun terrace, and a lush garden. Free WiFi is available throughout the property.","les rainettes 81 cabane de cambon, 13460 Saintes-Maries-de-la-Mer, France",https://www.booking.com/hotel/fr/les-cypres-saintes-maries-de-la-mer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCH3NlYXJjaF9zYWludGVzIG1hcmllcyBkZSBsYSBtZXJIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoeF9tAGwAIB0gIkOWNmNjVjYTgtMDY3ZC00YTNlLWFmM2YtMmE5ZDg2OTk1NjFh2AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=25&hpos=25&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318858&srpvid=a0ca5b83d5c2041d&type=total&ucfs=1&,Saintes Maries De La Mer,43.517416045072,4.373738183433
Maisons du Monde Hôtel & Suites - Marseille Vieux Port,8.7,"Overlooking the Old Port, Maisons du Monde Hôtel & Suites - Marseille Vieux Port is located in the heart of Marseille. It offers modern air-conditioned rooms and free WiFi.

The soundproofed rooms at Maisons du Monde Hôtel & Suites - Marseille Vieux Port include a flat-screen TV with satellite channels. Some rooms also have port and sea views.

Maisons du Monde Hôtel & Suites - Marseille Vieux Port is just a few steps from the Vieux-Port Hotel de Ville Metro Station. Boulevard La Canebière is 400 metres away, where public transport is available to all of Marseille's famous sites.","43 Quai des Belges, 13001 Marseille, France",https://www.booking.com/hotel/fr/maisondumondehotelandsuitesmarseille.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=25&hpos=25&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.29412372437712,5.374639928340912
The People - Marseille,8.4,"The People - Marseille offers comfortable hostel rooms with air-conditioning, private bathrooms, and soundproofing. Guests enjoy free WiFi, a terrace, and a bar for relaxation.","7 rue Jean-Marc Cathala, 13001 Marseille, France",https://www.booking.com/hotel/fr/the-people-hostel-marseille.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=24&hpos=24&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.301105,5.371282
Villages Clubs du Soleil - MARSEILLE,7.8,"Offering a seasonal outdoor pool, a restaurant and a children's playground, Villages Clubs du Soleil - MARSEILLE is located in Marseille, 1.8 km from Marseille Saint-Charles Train Station. Free WiFi is provided. Free private parking is available on site.

The guest rooms feature a desk and a private bathroom with a shower.

There is a free shuttle service at the property to Palais Longchamps. Guests can play table tennis and darts on site.

Palais du Pharo is 4.7 km from Villages Clubs du Soleil - MARSEILLE, while Velodrome Stadium is 6 km away. The nearest airport is Marseille Provence Airport, 30 minutes' drive away.","Rue François Simon, 13003 Marseille, France",https://www.booking.com/hotel/fr/les-villages-clubs-du-soleil-marseille.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=23&hpos=23&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.312847844213444,5.391983091831207
Staycity Aparthotels Marseille Centre Vieux Port,8.5,"Featuring free WiFi, Staycity Aparthotels Marseille Centre Vieux Port offers air-conditioned accommodation in Marseille, only 550 metres from the port. Marseille Saint-Charles train station is a 12-minute walk away from the property.

All apartments and studios are accessible via a lift and feature a flat-screen TV. Each unit has a kitchenette fitted with a dishwasher, microwave, toaster, fridge, stovetop, coffee machine and kettle. There is a private bathroom with free toiletries in each unit. Towels and bed linen are offered.

Bars, shops and restaurants can be found within a 2-minute walk of the property.

The nearest metro station is only 44 metres from the property. Velodrome Stadium is 6.4 km from Staycity Aparthotels Marseille, while La Canebiere is 1 km away. The nearest airport is Marseille Provence Airport, 24 km from the property.

Some units come with a balcony.","4 Place Pierre Bertas, 13001 Marseille, France",https://www.booking.com/hotel/fr/staycity-aparthotels-centre-vieux-port.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=22&hpos=22&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.30046625144968,5.374441573016384
Hôtel Marseille Centre Gare Saint-Charles,7.9,"Situated in Marseille, 3 km from Plage des Catalans, Hôtel Marseille Centre Gare Saint-Charles features accommodation with a shared lounge, private parking, a terrace and a bar. With free WiFi, this 3-star property offers a concierge service and luggage storage space. The non-smoking property is located 200 metres from Marseille Saint-Charles Train Station.

Guests at the property can enjoy a buffet or a continental breakfast.

Languages spoken at the 24-hour front desk include Arabic, English, Spanish and French.

Popular points of interest near Hôtel Marseille Centre Gare Saint-Charles include Joliette Metro Station, Les Terrasses du Port Shopping Centre and Vieux Port Metro station. 

Marseille Provence Airport is 22 km from the property.","15 Boulevard Maurice Bourdet, 13001 Marseille, France",https://www.booking.com/hotel/fr/holiday-inn-express-marseille-saint-charles.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=21&hpos=21&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.302724239175916,5.379330441355705
Novotel Marseille Vieux Port,7.9,"Located in Marseille, just 400 metres from Palais du Pharo, Novotel Marseille Vieux Port is a 5-minute walk from Catalans Beach. Offering free WiFi, it has a restaurant with panoramic views from the terrace of the Old Port. All rooms at this Novotel are air-conditioned with an en suite bathroom and satellite TV. Each room includes free WiFi access and a separate toilet.

The restaurant at Novotel Marseille Vieux Port, the Lacydon, is a creative table. Come and discover the Cocktails menu created by our barman at the pool bar, open until late in the evening.

The Museum of European and Mediterranean Civilisations (MuCEM) and Fort Saint-Jean are within a 2.8 km walk of the hotel. Novotel Marseille is easily accessible from the A7 and A55 motorways via the Vieux Port Tunnel, and from the A50 motorway via the Tunnel Prado Carenage. It is 4.5 km from the Velodrome Stadium. Private on-site parking is available at a supplement.","36 Boulevard Charles Livon, 13007 Marseille, France",https://www.booking.com/hotel/fr/novotel-marseille-vieux-port.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=20&hpos=20&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.292321791882316,5.360239148139954
ibis Marseille Timone,7.6,"Just 200 from the Hôpital de la Timone in Marseille, ibis Marseille Timone offers modern accommodation with free Wi-Fi, a bar serving snacks 24 hour a day, a terrace and meeting rooms.

The hotel’s rooms all feature a desk and a flat-screen TV. Their private bathroom is fitted with a shower and hairdryer.

A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00. They can also dine out at the hotel’s restaurant.

La Timone Metro Station offers connection to Line 1, just 230 metres away. Le Dôme Amphiteatre is 4.2 km away, while the Vélodrome Stadium and Marseille Saint-Charles Train Station are a 15-minute travel away by metro.","107 Bd Sakakini, 13005 Marseille, France",https://www.booking.com/hotel/fr/ibis-la-timone.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=19&hpos=19&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.2919998,5.400833499999976
Hôtel Villa M Marseille,8.4,"The Hotel Villa M Marseille welcomes you in a newly renovated establishment.

With breathtaking views of the Mediterranean Sea and the Prado beaches, it enjoys a prime location just 4.5 km from the Velodrome Stadium and 4 km from the Old Port and Cannebière. The Calanques de Sormiou or d'En Vau are just 7 km from the property.

All our air-conditioned rooms are tastefully decorated. Some rooms have a coffee machine or terrace, while others have stunning sea views.

Our restaurant welcomes you from Monday to Friday for lunch . The chef offers tasty seasonal cuisine that will delight young and adult alike. Musical entertainment is sometimes offered around buffets, ask at the reception

Our bartender will offer you seasonal cocktails, of which he alones knows the secret. Room service is available every day from 12 noon to 9:30 pm.

Enjoy your buffet breakfast at the restaurant, on the terrace or in the comfort of your room.

Families and children are welcome at Villa M Marseille.

Our team will be happy to advice you throughout your stay, guide you through the city and help you to discover our region.

Villa M Marseille is a 20-minute drive from Saint-Charles Train Station and a 35-minute drive from the airport.","17 Place Louis Bonnefon, 13008 Marseille, France",https://www.booking.com/hotel/fr/goldentulipvillamassalia.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=18&hpos=18&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.25480976136343,5.381653904914856
Maison Olea,9.6,"Maison Olea in Marseille offers a recently renovated bed and breakfast with a sun terrace and free WiFi. Each room includes a private bathroom with a walk-in shower, work desk, and garden views.","7 Adolphe Thiers, 13001 Marseille, France",https://www.booking.com/hotel/fr/maison-olea-marseille.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=17&hpos=17&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.298143,5.385438
The Babel Community Hôtel - Vieux Port,8.4,"The Babel Community Hôtel - Vieux Port in Marseille offers a central position with a view. Plage des Catalans is 2 km away, while Vieux Port Metro station is a 5-minute walk. Saint-Ferreol Street lies 300 metres nearby.","21 Rue Haxo, 13001 Marseille, France",https://www.booking.com/hotel/fr/grand-t1-vieux-port-salle-de-sport-amp-rooftop.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=16&hpos=16&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.2937579,5.3774478
Radisson Blu Hotel Marseille Vieux Port,8.6,"Located in Marseille overlooking the Vieux Port, Radisson Blu Hotel Marseille Vieux Port is a 4-star hotel. It offers an outdoor swimming pool overlooking Fort Saint-Nicholas and a fitness room with a panoramic view of the main monuments of the city. Free WiFi access is available.

The air-conditioned guest rooms feature either a Provencal or an African décor. Some rooms have a view of the port and a Nespresso coffee machine. Each room is equipped with a flat-screen TV with cable channels. Bathrobes and slippers are provided in the suites.

The Quai du 7eme restaurant serves Mediterranean cuisine and proposes buffet breakfast every morning and guests can also enjoy cocktails and tapas in the Bar, with a view over the port.

A boules pitch can be enjoyed on the interior courtyard. With a 24-hour reception, Radisson Blu Hotel Marseille Vieux Port is also partnered with the 5 Mondes Spa just 40 metres away, where beauty treatments are possible at a discounted rate.

Indigo La Criée Car Park is just 80 metres away, available for an additional charge.

Pets welcome - Dog's up to 8kg, Supplement charged at €30.00 per day payable direct to hotel.","38-40 Quai Rive Neuve, 13007 Marseille, France",https://www.booking.com/hotel/fr/radisson-sas-marseille-vieux-port.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=15&hpos=15&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.29258339752927,5.367027819156647
Golden Tulip Marseille Euromed,7.7,"Located in Marseille, just 500 metres from Les Terrasses du Port shoppingter, the Golden Tulip Marseille Euromed offers sea views, as well as free access to a gym, heated  indoor pool (pool: 12M × 5M, 1M deep) and sun terrace. Enjoy a drink at the bar and a meal at La Table restaurant. Free Wi-Fi access is also available.

Kindly note that There is no private parking at the hotel. We invite you to come to the front desk, can a QR code and benefit from a discount with our partner.

Rooms feature air conditioning and flat-screen TVs. The private bathroom features a bath or shower, free toiletries and a hairdryer. Suites feature a sitting area, ideal for relaxing after a busy day. Access to the upper floors and rooms is only possible with a magnetic card, guaranteeing the necessary security.

The hotel has a 24-hour reception. The hotel also features a food truck and tandem-style bicycles.

The Velodrome stadium is 5 km from the Golden Tulip Marseille Euromed.
The ferry terminal is 1 km away.
The Mucem and Grotte Cosquer are 1.5 km away. The nearest airport, Marseille-Provence, is 25 km away. Public parking is available nearby. A parking pass can be purchased at reception.
The Old Port and the Panier district are approximately 1.5 km away.","6, Place Henri Verneuil, 13002 Marseille, France",https://www.booking.com/hotel/fr/golden-tulip.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=14&hpos=14&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.309721767182005,5.367034441568762
ibis Styles Marseille Palais des Congrès Vélodrome,8.6,"Located 1 km from the Orange Velodrome in South Marseille, the ibis Styles Marseille Velodrome Convention Center has air-conditioned rooms with free Wi-Fi, Canal+, and satellite TV.

The on-site restaurant serves a buffet breakfast and traditional French cuisine for lunch and dinner. Guests can relax in the evenings in the property’s spacious bar.

The property offers a 24-hour front desk and meeting facilities.

The ibis Styles Marseille Velodrome Convention Center is 3 km from Marsaille's Vieux Port and 2 km from the nearest beach. The hotel has a car park.","162 Boulevard Rabatau Daniel Matalon, 13010 Marseille, France",https://www.booking.com/hotel/fr/ibis-styles-marseille-palais-des-congres-velodrome.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=13&hpos=13&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.28066065110931,5.399563014507294
La Residence Du Vieux Port,8.9,"La Résidence Du Vieux Port is set right on the banks of the Old Port in central Marseille. It offers modern rooms and suites with panoramic views of the city. Free WiFi access is available.

The stylish air-conditioned and soundproofed rooms include a flat-screen TV with satellite channels and a private bathroom. There is a kettle in all rooms with tea and coffee provided. Some have wide bay windows and a terrace offering views of the Old Port.

Le Relais 50, the adjoining restaurant, serves Mediterranean specialities and guests can enjoy a drink in the hotel’s bar.

La Résidence Du Vieux Port is just 200 metres from La Canebière and the Vieux Port Metro Station, which can take guests to Saint-Charles Train Station. Public parking is available on site at an additional fee.","18 Quai Du Port, 13002 Marseille, France",https://www.booking.com/hotel/fr/hotel-la-residence-du-vieux-port.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=12&hpos=12&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.29653858160117,5.372706055641174
easyHotel Marseille Euromed,8.4,"Rooms feature air-conditioning, private bathrooms, work desks, free toiletries, showers, TVs, and soundproofing. Guests appreciate the room cleanliness and excellent service.","108 boulevard de Paris, 13003 Marseille, France",https://www.booking.com/hotel/fr/easyhotel-marseille.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=11&hpos=11&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.3101149,5.3703396
Hôtel Hermès,8.1,"Hôtel Hermès is just 35 metres from the Vieux Port in central Marseilles. It offers a roof-top terrace with panoramic views of the harbour and the city, and free Wi-Fi.

Each guest room at the Hermès has a partial view of the Vieux Port. They are soundproofed and feature flat-screen TVs with satellite channels and private bathrooms.

The hotel staff are available to assist you 24 hours a day. Guests can enjoy a buffet breakfast every morning, served in the dining room.

The Vieux-Port Hotel de Ville Metro Station is just a 3-minute walk from the Hermès hotel. The Saint Charles SNCF Train Station is a 20-minute walk away.","2 rue Bonneterie, 13002 Marseille, France",https://www.booking.com/hotel/fr/hermes.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.29655283229883,5.371883288025856
Grand Hotel Beauvau Marseille Vieux-Port - MGallery Collection,8.6,"Grand Hôtel Beauvau Marseille Vieux Port - MGallery is an elegant 4-star hotel in the centre of Marseille. Grand Hotel Beauvau’s bar, Le Beauvau, invites guests to enjoy a drink while looking out over Vieux Port and the Mediterranean Sea. Free WiFi access is available.

Decorated with Empire or Napoleon III furniture, rooms and suites at Grand Hôtel Beauvau Marseille Vieux Port - MGallery are air-conditioned and offer satellite and cable TV. The private bathrooms feature a bath and shower, large mirror, hairdryer, bathrobes, slippers and toiletries.

A Provencal-style Breakfast featuring local produce is served daily in the comfort of your room or in the breakfast room, which offers views of the port. A variety of hot meals and cold snacks are also available with 24-hour room service.

The front desk is open 24 hours a day and guests will be welcomed in French, Italian, Spanish or English.","4 Rue Beauvau, 13001 Marseille, France",https://www.booking.com/hotel/fr/hotel-1293-grand-hotel-beauvau-marseille-vieux-port-mgallery-collection.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.29507835603476,5.375010073184967
Hotel Relax,7.1,"Hotel Relax is set in Marseille, a 2-minute walk from the Old Port.

Each room is fitted with a flat-screen TV and a private bathroom with a shower. Extras include free toiletries and a hairdryer. Hotel Relax features free WiFi throughout the property.

There is a 24-hour front desk at the property.

Velodrome Stadium is 4 km from Hotel Relax, while La Canebiere is 700 metres away. Marseille Provence Airport is 27 km from the property.","4 Rue Corneille, 13001 Marseille, France",https://www.booking.com/hotel/fr/relax-marseille1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.29360577307736,5.375497673016298
Hôtel Maison Montgrand - Vieux Port,8.4,"Ideally located in the centre of Marseille, Hôtel Maison Montgrand - Vieux Port offers air-conditioned rooms, a garden, free WiFi and a terrace. The property has a bar, as well as a restaurant serving French cuisine. The accommodation provides room service, and luggage storage for guests.

All guest rooms in the hotel are equipped with a flat-screen TV. With a private bathroom fitted with a shower and free toiletries, some units at Hôtel Maison Montgrand - Vieux Port also have a city view. At the accommodation all rooms include bed linen and towels.

A continental, American or gluten-free breakfast can be enjoyed at the property.

Non-stop assistance is available at the reception, where staff speak Arabic, English, Spanish and French.

Popular points of interest near Hôtel Maison Montgrand - Vieux Port include Saint-Ferreol Street, Vieux Port Metro station and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 23 km from the hotel.","35 Rue Montgrand, 13006 Marseille, France",https://www.booking.com/hotel/fr/montgrand.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9tYXJzZWlsbGVIM1gEaE2IAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Ao2F9tAGwAIB0gIkODAyYWIwM2ItMjhhOS00OWVmLTgzYmUtZThmMWEwOWQ3MGI12AIB4AIB&sid=48a5b57dc25d69adf4e9ed0fa021f100&dist=0&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1780318862&srpvid=bd405b864553054e&type=total&ucfs=1&,Marseille,43.2909627,5.376429199999961
